Class	ComplexID	E1	E1E2	E2	complexName
1	314	P09234	P09234Q01081	Q01081	Spliceosome
1	314	P09234	P09234Q01130	Q01130	Spliceosome
1	314	P09234	P09234Q05519	Q05519	Spliceosome
1	314	P09234	P09234Q07955	Q07955	Spliceosome
1	314	P09234	P09234Q08170	Q08170	Spliceosome
1	314	P09234	P09234Q08211	Q08211	Spliceosome
1	314	P09234	P09234Q09161	Q09161	Spliceosome
1	314	P09234	P09234Q12874	Q12874	Spliceosome
1	314	P09234	P09234Q13123	Q13123	Spliceosome
1	314	P09234	P09234Q13242	Q13242	Spliceosome
1	314	P09234	P09234Q13243	Q13243	Spliceosome
1	314	P09234	P09234Q13247	Q13247	Spliceosome
1	314	P09234	P09234Q13356	Q13356	Spliceosome
1	314	P09234	P09234Q13435	Q13435	Spliceosome
1	314	P09234	P09234Q13523	Q13523	Spliceosome
1	314	P09234	P09234Q13573	Q13573	Spliceosome
1	314	P09234	P09234Q13769	Q13769	Spliceosome
1	314	P09234	P09234Q13838	Q13838	Spliceosome
1	314	P09234	P09234Q14011	Q14011	Spliceosome
1	314	P09234	P09234Q14498	Q14498	Spliceosome
1	314	P09234	P09234Q14562	Q14562	Spliceosome
1	314	P09234	P09234Q15007	Q15007	Spliceosome
1	314	P09234	P09234Q15029	Q15029	Spliceosome
1	314	P09234	P09234Q15287	Q15287	Spliceosome
1	314	P09234	P09234Q15393	Q15393	Spliceosome
1	314	P09234	P09234Q15427	Q15427	Spliceosome
1	314	P09234	P09234Q15428	Q15428	Spliceosome
1	314	P09234	P09234Q15459	Q15459	Spliceosome
1	314	P09234	P09234Q15637	Q15637	Spliceosome
1	314	P09234	P09234Q16629	Q16629	Spliceosome
1	314	P09234	P09234Q16630	Q16630	Spliceosome
1	314	P09234	P09234Q2TAY7	Q2TAY7	Spliceosome
1	314	P09234	P09234Q4ZG51	Q4ZG51	Spliceosome
1	314	P09234	P09234Q53GS9	Q53GS9	Spliceosome
1	314	P09234	P09234Q69YN4	Q69YN4	Spliceosome
1	314	P09234	P09234Q6I9Y2	Q6I9Y2	Spliceosome
1	314	P09234	P09234Q6P2Q9	Q6P2Q9	Spliceosome
1	314	P09234	P09234Q7L014	Q7L014	Spliceosome
1	314	P09234	P09234Q86V81	Q86V81	Spliceosome
1	314	P09234	P09234Q86W42	Q86W42	Spliceosome
1	314	P09234	P09234Q8IYB3	Q8IYB3	Spliceosome
1	314	P09234	P09234Q8NI27	Q8NI27	Spliceosome
1	314	P09234	P09234Q8WUQ7	Q8WUQ7	Spliceosome
1	314	P09234	P09234Q8WVK2	Q8WVK2	Spliceosome
1	314	P09234	P09234Q8WWY3	Q8WWY3	Spliceosome
1	314	P09234	P09234Q8WYA6	Q8WYA6	Spliceosome
1	314	P09234	P09234Q92620	Q92620	Spliceosome
1	314	P09234	P09234Q92841	Q92841	Spliceosome
1	314	P09234	P09234Q96BP3	Q96BP3	Spliceosome
1	314	P09234	P09234Q96DF8	Q96DF8	Spliceosome
1	314	P09234	P09234Q96DI7	Q96DI7	Spliceosome
1	314	P09234	P09234Q96FV9	Q96FV9	Spliceosome
1	314	P09234	P09234Q96I25	Q96I25	Spliceosome
1	314	P09234	P09234Q96J01	Q96J01	Spliceosome
1	314	P09234	P09234Q96T37	Q96T37	Spliceosome
1	314	P09234	P09234Q96T58	Q96T58	Spliceosome
1	314	P09234	P09234Q99459	Q99459	Spliceosome
1	314	P09234	P09234Q99633	Q99633	Spliceosome
1	314	P09234	P09234Q9BQ61	Q9BQ61	Spliceosome
1	314	P09234	P09234Q9BRD0	Q9BRD0	Spliceosome
1	314	P09234	P09234Q9BUQ8	Q9BUQ8	Spliceosome
1	314	P09234	P09234Q9BXP5	Q9BXP5	Spliceosome
1	314	P09234	P09234Q9BZJ0	Q9BZJ0	Spliceosome
1	314	P09234	P09234Q9H2H8	Q9H2H8	Spliceosome
1	314	P09234	P09234Q9HCE1	Q9HCE1	Spliceosome
1	314	P09234	P09234Q9HCG8	Q9HCG8	Spliceosome
1	314	P09234	P09234Q9HCS7	Q9HCS7	Spliceosome
1	314	P09234	P09234Q9NW64	Q9NW64	Spliceosome
1	314	P09234	P09234Q9NYV4	Q9NYV4	Spliceosome
1	314	P09234	P09234Q9P013	Q9P013	Spliceosome
1	314	P09234	P09234Q9UBB9	Q9UBB9	Spliceosome
1	314	P09234	P09234Q9UHX1	Q9UHX1	Spliceosome
1	314	P09234	P09234Q9UJV9	Q9UJV9	Spliceosome
1	314	P09234	P09234Q9UK45	Q9UK45	Spliceosome
1	314	P09234	P09234Q9UKV3	Q9UKV3	Spliceosome
1	314	P09234	P09234Q9ULR0	Q9ULR0	Spliceosome
1	314	P09234	P09234Q9UMS4	Q9UMS4	Spliceosome
1	314	P09234	P09234Q9UNP9	Q9UNP9	Spliceosome
1	314	P09234	P09234Q9UQ35	Q9UQ35	Spliceosome
1	314	P09234	P09234Q9Y2W2	Q9Y2W2	Spliceosome
1	314	P09234	P09234Q9Y333	Q9Y333	Spliceosome
1	314	P09234	P09234Q9Y3B4	Q9Y3B4	Spliceosome
1	314	P09234	P09234Q9Y3C6	Q9Y3C6	Spliceosome
1	314	P09234	P09234Q9Y4Z0	Q9Y4Z0	Spliceosome
1	314	P09234	P09234Q9Y5B6	Q9Y5B6	Spliceosome
1	314	P09234	P09234Q9Y5S9	Q9Y5S9	Spliceosome
1	314	P09234	P09234Q9Y6A4	Q9Y6A4	Spliceosome
1	314	P09661	P09661P11940	P11940	Spliceosome
1	314	P09661	P09661P14678	P14678	Spliceosome
1	314	P09661	P09661P17844	P17844	Spliceosome
1	314	P09661	P09661P26368	P26368	Spliceosome
1	314	P09661	P09661P38919	P38919	Spliceosome
1	314	P09661	P09661P41223	P41223	Spliceosome
1	314	P09661	P09661P42285	P42285	Spliceosome
1	314	P09661	P09661P49756	P49756	Spliceosome
1	314	P09661	P09661P52298	P52298	Spliceosome
1	314	P09661	P09661P55081	P55081	Spliceosome
1	314	P09661	P09661P55769	P55769	Spliceosome
1	314	P09661	P09661P61326	P61326	Spliceosome
1	314	P09661	P09661P62304	P62304	Spliceosome
1	314	P09661	P09661P62306	P62306	Spliceosome
1	314	P09661	P09661P62308	P62308	Spliceosome
1	314	P09661	P09661P62310	P62310	Spliceosome
1	314	P09661	P09661P62312	P62312	Spliceosome
1	314	P09661	P09661P62314	P62314	Spliceosome
1	314	P09661	P09661P62316	P62316	Spliceosome
1	314	P09661	P09661P62318	P62318	Spliceosome
1	314	P09661	P09661P62995	P62995	Spliceosome
1	314	P09661	P09661P83876	P83876	Spliceosome
1	314	P09661	P09661P84103	P84103	Spliceosome
1	314	P09661	P09661Q01081	Q01081	Spliceosome
1	314	P09661	P09661Q01130	Q01130	Spliceosome
1	314	P09661	P09661Q05519	Q05519	Spliceosome
1	314	P09661	P09661Q07955	Q07955	Spliceosome
1	314	P09661	P09661Q08170	Q08170	Spliceosome
1	314	P09661	P09661Q08211	Q08211	Spliceosome
1	314	P09661	P09661Q09161	Q09161	Spliceosome
1	314	P09661	P09661Q12874	Q12874	Spliceosome
1	314	P09661	P09661Q13123	Q13123	Spliceosome
1	314	P09661	P09661Q13242	Q13242	Spliceosome
1	314	P09661	P09661Q13243	Q13243	Spliceosome
1	314	P09661	P09661Q13247	Q13247	Spliceosome
1	314	P09661	P09661Q13356	Q13356	Spliceosome
1	314	P09661	P09661Q13435	Q13435	Spliceosome
1	314	P09661	P09661Q13523	Q13523	Spliceosome
1	314	P09661	P09661Q13573	Q13573	Spliceosome
1	314	P09661	P09661Q13769	Q13769	Spliceosome
1	314	P09661	P09661Q13838	Q13838	Spliceosome
1	314	P09661	P09661Q14011	Q14011	Spliceosome
1	314	P09661	P09661Q14498	Q14498	Spliceosome
1	314	P09661	P09661Q14562	Q14562	Spliceosome
1	314	P09661	P09661Q15007	Q15007	Spliceosome
1	314	P09661	P09661Q15029	Q15029	Spliceosome
1	314	P09661	P09661Q15287	Q15287	Spliceosome
1	314	P09661	P09661Q15393	Q15393	Spliceosome
1	314	P09661	P09661Q15427	Q15427	Spliceosome
1	314	P09661	P09661Q15428	Q15428	Spliceosome
1	314	P09661	P09661Q15459	Q15459	Spliceosome
1	314	P09661	P09661Q15637	Q15637	Spliceosome
1	314	P09661	P09661Q16629	Q16629	Spliceosome
1	314	P09661	P09661Q16630	Q16630	Spliceosome
1	314	P09661	P09661Q2TAY7	Q2TAY7	Spliceosome
1	314	P09661	P09661Q4ZG51	Q4ZG51	Spliceosome
1	314	P09661	P09661Q53GS9	Q53GS9	Spliceosome
1	314	P09661	P09661Q69YN4	Q69YN4	Spliceosome
1	314	P09661	P09661Q6I9Y2	Q6I9Y2	Spliceosome
1	314	P09661	P09661Q6P2Q9	Q6P2Q9	Spliceosome
1	314	P09661	P09661Q7L014	Q7L014	Spliceosome
1	314	P09661	P09661Q86V81	Q86V81	Spliceosome
1	314	P09661	P09661Q86W42	Q86W42	Spliceosome
1	314	P09661	P09661Q8IYB3	Q8IYB3	Spliceosome
1	314	P09661	P09661Q8NI27	Q8NI27	Spliceosome
1	314	P09661	P09661Q8WUQ7	Q8WUQ7	Spliceosome
1	314	P09661	P09661Q8WVK2	Q8WVK2	Spliceosome
1	314	P09661	P09661Q8WWY3	Q8WWY3	Spliceosome
1	314	P09661	P09661Q8WYA6	Q8WYA6	Spliceosome
1	314	P09661	P09661Q92620	Q92620	Spliceosome
1	314	P09661	P09661Q92841	Q92841	Spliceosome
1	314	P09661	P09661Q96BP3	Q96BP3	Spliceosome
1	314	P09661	P09661Q96DF8	Q96DF8	Spliceosome
1	314	P09661	P09661Q96DI7	Q96DI7	Spliceosome
1	314	P09661	P09661Q96FV9	Q96FV9	Spliceosome
1	314	P09661	P09661Q96I25	Q96I25	Spliceosome
1	314	P09661	P09661Q96J01	Q96J01	Spliceosome
1	314	P09661	P09661Q96T37	Q96T37	Spliceosome
1	314	P09661	P09661Q96T58	Q96T58	Spliceosome
1	314	P09661	P09661Q99459	Q99459	Spliceosome
1	314	P09661	P09661Q99633	Q99633	Spliceosome
1	314	P09661	P09661Q9BQ61	Q9BQ61	Spliceosome
1	314	P09661	P09661Q9BRD0	Q9BRD0	Spliceosome
1	314	P09661	P09661Q9BUQ8	Q9BUQ8	Spliceosome
1	314	P09661	P09661Q9BXP5	Q9BXP5	Spliceosome
1	314	P09661	P09661Q9BZJ0	Q9BZJ0	Spliceosome
1	314	P09661	P09661Q9H2H8	Q9H2H8	Spliceosome
1	314	P09661	P09661Q9HCE1	Q9HCE1	Spliceosome
1	314	P09661	P09661Q9HCG8	Q9HCG8	Spliceosome
1	314	P09661	P09661Q9HCS7	Q9HCS7	Spliceosome
1	314	P09661	P09661Q9NW64	Q9NW64	Spliceosome
1	314	P09661	P09661Q9NYV4	Q9NYV4	Spliceosome
1	314	P09661	P09661Q9P013	Q9P013	Spliceosome
1	314	P09661	P09661Q9UBB9	Q9UBB9	Spliceosome
1	314	P09661	P09661Q9UHX1	Q9UHX1	Spliceosome
1	314	P09661	P09661Q9UJV9	Q9UJV9	Spliceosome
1	314	P09661	P09661Q9UK45	Q9UK45	Spliceosome
1	314	P09661	P09661Q9UKV3	Q9UKV3	Spliceosome
1	314	P09661	P09661Q9ULR0	Q9ULR0	Spliceosome
1	314	P09661	P09661Q9UMS4	Q9UMS4	Spliceosome
1	314	P09661	P09661Q9UNP9	Q9UNP9	Spliceosome
1	314	P09661	P09661Q9UQ35	Q9UQ35	Spliceosome
1	314	P09661	P09661Q9Y2W2	Q9Y2W2	Spliceosome
1	314	P09661	P09661Q9Y333	Q9Y333	Spliceosome
1	314	P09661	P09661Q9Y3B4	Q9Y3B4	Spliceosome
1	314	P09661	P09661Q9Y3C6	Q9Y3C6	Spliceosome
1	314	P09661	P09661Q9Y4Z0	Q9Y4Z0	Spliceosome
1	314	P09661	P09661Q9Y5B6	Q9Y5B6	Spliceosome
1	314	P09661	P09661Q9Y5S9	Q9Y5S9	Spliceosome
1	314	P09661	P09661Q9Y6A4	Q9Y6A4	Spliceosome
1	314	P11940	P11940P14678	P14678	Spliceosome
1	314	P11940	P11940P17844	P17844	Spliceosome
1	314	P11940	P11940P26368	P26368	Spliceosome
1	314	P11940	P11940P38919	P38919	Spliceosome
1	314	P11940	P11940P41223	P41223	Spliceosome
1	314	P11940	P11940P42285	P42285	Spliceosome
1	314	P11940	P11940P49756	P49756	Spliceosome
1	314	P11940	P11940P52298	P52298	Spliceosome
1	314	P11940	P11940P55081	P55081	Spliceosome
1	314	P11940	P11940P55769	P55769	Spliceosome
1	314	P11940	P11940P61326	P61326	Spliceosome
1	314	P11940	P11940P62304	P62304	Spliceosome
1	314	P11940	P11940P62306	P62306	Spliceosome
1	314	P11940	P11940P62308	P62308	Spliceosome
1	314	P11940	P11940P62310	P62310	Spliceosome
1	314	P11940	P11940P62312	P62312	Spliceosome
1	314	P11940	P11940P62314	P62314	Spliceosome
1	314	P11940	P11940P62316	P62316	Spliceosome
1	314	P11940	P11940P62318	P62318	Spliceosome
1	314	P11940	P11940P62995	P62995	Spliceosome
1	314	P11940	P11940P83876	P83876	Spliceosome
1	314	P11940	P11940P84103	P84103	Spliceosome
1	314	P11940	P11940Q01081	Q01081	Spliceosome
1	314	P11940	P11940Q01130	Q01130	Spliceosome
1	314	P11940	P11940Q05519	Q05519	Spliceosome
1	314	P11940	P11940Q07955	Q07955	Spliceosome
1	314	P11940	P11940Q08170	Q08170	Spliceosome
1	314	P11940	P11940Q08211	Q08211	Spliceosome
1	314	P11940	P11940Q09161	Q09161	Spliceosome
1	314	P11940	P11940Q12874	Q12874	Spliceosome
1	314	P11940	P11940Q13123	Q13123	Spliceosome
1	314	P11940	P11940Q13242	Q13242	Spliceosome
1	314	P11940	P11940Q13243	Q13243	Spliceosome
1	314	P11940	P11940Q13247	Q13247	Spliceosome
1	314	P11940	P11940Q13356	Q13356	Spliceosome
1	314	P11940	P11940Q13435	Q13435	Spliceosome
1	314	P11940	P11940Q13523	Q13523	Spliceosome
1	314	P11940	P11940Q13573	Q13573	Spliceosome
1	314	P11940	P11940Q13769	Q13769	Spliceosome
1	314	P11940	P11940Q13838	Q13838	Spliceosome
1	314	P11940	P11940Q14011	Q14011	Spliceosome
1	314	P11940	P11940Q14498	Q14498	Spliceosome
1	314	P11940	P11940Q14562	Q14562	Spliceosome
1	314	P11940	P11940Q15007	Q15007	Spliceosome
1	314	P11940	P11940Q15029	Q15029	Spliceosome
1	314	P11940	P11940Q15287	Q15287	Spliceosome
1	314	P11940	P11940Q15393	Q15393	Spliceosome
1	314	P11940	P11940Q15427	Q15427	Spliceosome
1	314	P11940	P11940Q15428	Q15428	Spliceosome
1	314	P11940	P11940Q15459	Q15459	Spliceosome
1	314	P11940	P11940Q15637	Q15637	Spliceosome
1	314	P11940	P11940Q16629	Q16629	Spliceosome
1	314	P11940	P11940Q16630	Q16630	Spliceosome
1	314	P11940	P11940Q2TAY7	Q2TAY7	Spliceosome
1	314	P11940	P11940Q4ZG51	Q4ZG51	Spliceosome
1	314	P11940	P11940Q53GS9	Q53GS9	Spliceosome
1	314	P11940	P11940Q69YN4	Q69YN4	Spliceosome
1	314	P11940	P11940Q6I9Y2	Q6I9Y2	Spliceosome
1	314	P11940	P11940Q6P2Q9	Q6P2Q9	Spliceosome
1	314	P11940	P11940Q7L014	Q7L014	Spliceosome
1	314	P11940	P11940Q86V81	Q86V81	Spliceosome
1	314	P11940	P11940Q86W42	Q86W42	Spliceosome
1	314	P11940	P11940Q8IYB3	Q8IYB3	Spliceosome
1	314	P11940	P11940Q8NI27	Q8NI27	Spliceosome
1	314	P11940	P11940Q8WUQ7	Q8WUQ7	Spliceosome
1	314	P11940	P11940Q8WVK2	Q8WVK2	Spliceosome
1	314	P11940	P11940Q8WWY3	Q8WWY3	Spliceosome
1	314	P11940	P11940Q8WYA6	Q8WYA6	Spliceosome
1	314	P11940	P11940Q92620	Q92620	Spliceosome
1	314	P11940	P11940Q92841	Q92841	Spliceosome
1	314	P11940	P11940Q96BP3	Q96BP3	Spliceosome
1	314	P11940	P11940Q96DF8	Q96DF8	Spliceosome
1	314	P11940	P11940Q96DI7	Q96DI7	Spliceosome
1	314	P11940	P11940Q96FV9	Q96FV9	Spliceosome
1	314	P11940	P11940Q96I25	Q96I25	Spliceosome
1	314	P11940	P11940Q96J01	Q96J01	Spliceosome
1	314	P11940	P11940Q96T37	Q96T37	Spliceosome
1	314	P11940	P11940Q96T58	Q96T58	Spliceosome
1	314	P11940	P11940Q99459	Q99459	Spliceosome
1	314	P11940	P11940Q99633	Q99633	Spliceosome
1	314	P11940	P11940Q9BQ61	Q9BQ61	Spliceosome
1	314	P11940	P11940Q9BRD0	Q9BRD0	Spliceosome
1	314	P11940	P11940Q9BUQ8	Q9BUQ8	Spliceosome
1	314	P11940	P11940Q9BXP5	Q9BXP5	Spliceosome
1	314	P11940	P11940Q9BZJ0	Q9BZJ0	Spliceosome
1	314	P11940	P11940Q9H2H8	Q9H2H8	Spliceosome
1	314	P11940	P11940Q9HCE1	Q9HCE1	Spliceosome
1	314	P11940	P11940Q9HCG8	Q9HCG8	Spliceosome
1	314	P11940	P11940Q9HCS7	Q9HCS7	Spliceosome
1	314	P11940	P11940Q9NW64	Q9NW64	Spliceosome
1	314	P11940	P11940Q9NYV4	Q9NYV4	Spliceosome
1	314	P11940	P11940Q9P013	Q9P013	Spliceosome
1	314	P11940	P11940Q9UBB9	Q9UBB9	Spliceosome
1	314	P11940	P11940Q9UHX1	Q9UHX1	Spliceosome
1	314	P11940	P11940Q9UJV9	Q9UJV9	Spliceosome
1	314	P11940	P11940Q9UK45	Q9UK45	Spliceosome
1	314	P11940	P11940Q9UKV3	Q9UKV3	Spliceosome
1	314	P11940	P11940Q9ULR0	Q9ULR0	Spliceosome
1	314	P11940	P11940Q9UMS4	Q9UMS4	Spliceosome
1	314	P11940	P11940Q9UNP9	Q9UNP9	Spliceosome
1	314	P11940	P11940Q9UQ35	Q9UQ35	Spliceosome
1	314	P11940	P11940Q9Y2W2	Q9Y2W2	Spliceosome
1	314	P11940	P11940Q9Y333	Q9Y333	Spliceosome
1	314	P11940	P11940Q9Y3B4	Q9Y3B4	Spliceosome
1	314	P11940	P11940Q9Y3C6	Q9Y3C6	Spliceosome
1	314	P11940	P11940Q9Y4Z0	Q9Y4Z0	Spliceosome
1	314	P11940	P11940Q9Y5B6	Q9Y5B6	Spliceosome
1	314	P11940	P11940Q9Y5S9	Q9Y5S9	Spliceosome
1	314	P11940	P11940Q9Y6A4	Q9Y6A4	Spliceosome
1	314	P14678	P14678P17844	P17844	Spliceosome
1	314	P14678	P14678P26368	P26368	Spliceosome
1	314	P14678	P14678P38919	P38919	Spliceosome
1	314	P14678	P14678P41223	P41223	Spliceosome
1	314	P14678	P14678P42285	P42285	Spliceosome
1	314	P14678	P14678P49756	P49756	Spliceosome
1	314	P14678	P14678P52298	P52298	Spliceosome
1	314	P14678	P14678P55081	P55081	Spliceosome
1	314	P14678	P14678P55769	P55769	Spliceosome
1	314	P14678	P14678P61326	P61326	Spliceosome
1	314	P14678	P14678P62304	P62304	Spliceosome
1	314	P14678	P14678P62306	P62306	Spliceosome
1	314	P14678	P14678P62308	P62308	Spliceosome
1	314	P14678	P14678P62310	P62310	Spliceosome
1	314	P14678	P14678P62312	P62312	Spliceosome
1	314	P14678	P14678P62314	P62314	Spliceosome
1	314	P14678	P14678P62316	P62316	Spliceosome
1	314	P14678	P14678P62318	P62318	Spliceosome
1	314	P14678	P14678P62995	P62995	Spliceosome
1	314	P14678	P14678P83876	P83876	Spliceosome
1	314	P14678	P14678P84103	P84103	Spliceosome
1	314	P14678	P14678Q01081	Q01081	Spliceosome
1	314	P14678	P14678Q01130	Q01130	Spliceosome
1	314	P14678	P14678Q05519	Q05519	Spliceosome
1	314	P14678	P14678Q07955	Q07955	Spliceosome
1	314	P14678	P14678Q08170	Q08170	Spliceosome
1	314	P14678	P14678Q08211	Q08211	Spliceosome
1	314	P14678	P14678Q09161	Q09161	Spliceosome
1	314	P14678	P14678Q12874	Q12874	Spliceosome
1	314	P14678	P14678Q13123	Q13123	Spliceosome
1	314	P14678	P14678Q13242	Q13242	Spliceosome
1	314	P14678	P14678Q13243	Q13243	Spliceosome
1	314	P14678	P14678Q13247	Q13247	Spliceosome
1	314	P14678	P14678Q13356	Q13356	Spliceosome
1	314	P14678	P14678Q13435	Q13435	Spliceosome
1	314	P14678	P14678Q13523	Q13523	Spliceosome
1	314	P14678	P14678Q13573	Q13573	Spliceosome
1	314	P14678	P14678Q13769	Q13769	Spliceosome
1	314	P14678	P14678Q13838	Q13838	Spliceosome
1	314	P14678	P14678Q14011	Q14011	Spliceosome
1	314	P14678	P14678Q14498	Q14498	Spliceosome
1	314	P14678	P14678Q14562	Q14562	Spliceosome
1	314	P14678	P14678Q15007	Q15007	Spliceosome
1	314	P14678	P14678Q15029	Q15029	Spliceosome
1	314	P14678	P14678Q15287	Q15287	Spliceosome
1	314	P14678	P14678Q15393	Q15393	Spliceosome
1	314	P14678	P14678Q15427	Q15427	Spliceosome
1	314	P14678	P14678Q15428	Q15428	Spliceosome
1	314	P14678	P14678Q15459	Q15459	Spliceosome
1	314	P14678	P14678Q15637	Q15637	Spliceosome
1	314	P14678	P14678Q16629	Q16629	Spliceosome
1	314	P14678	P14678Q16630	Q16630	Spliceosome
1	314	P14678	P14678Q2TAY7	Q2TAY7	Spliceosome
1	314	P14678	P14678Q4ZG51	Q4ZG51	Spliceosome
1	314	P14678	P14678Q53GS9	Q53GS9	Spliceosome
1	314	P14678	P14678Q69YN4	Q69YN4	Spliceosome
1	314	P14678	P14678Q6I9Y2	Q6I9Y2	Spliceosome
1	314	P14678	P14678Q6P2Q9	Q6P2Q9	Spliceosome
1	314	P14678	P14678Q7L014	Q7L014	Spliceosome
1	314	P14678	P14678Q86V81	Q86V81	Spliceosome
1	314	P14678	P14678Q86W42	Q86W42	Spliceosome
1	314	P14678	P14678Q8IYB3	Q8IYB3	Spliceosome
1	314	P14678	P14678Q8NI27	Q8NI27	Spliceosome
1	314	P14678	P14678Q8WUQ7	Q8WUQ7	Spliceosome
1	314	P14678	P14678Q8WVK2	Q8WVK2	Spliceosome
1	314	P14678	P14678Q8WWY3	Q8WWY3	Spliceosome
1	314	P14678	P14678Q8WYA6	Q8WYA6	Spliceosome
1	314	P14678	P14678Q92620	Q92620	Spliceosome
1	314	P14678	P14678Q92841	Q92841	Spliceosome
1	314	P14678	P14678Q96BP3	Q96BP3	Spliceosome
1	314	P14678	P14678Q96DF8	Q96DF8	Spliceosome
1	314	P14678	P14678Q96DI7	Q96DI7	Spliceosome
1	314	P14678	P14678Q96FV9	Q96FV9	Spliceosome
1	314	P14678	P14678Q96I25	Q96I25	Spliceosome
1	314	P14678	P14678Q96J01	Q96J01	Spliceosome
1	314	P14678	P14678Q96T37	Q96T37	Spliceosome
1	314	P14678	P14678Q96T58	Q96T58	Spliceosome
1	314	P14678	P14678Q99459	Q99459	Spliceosome
1	314	P14678	P14678Q99633	Q99633	Spliceosome
1	314	P14678	P14678Q9BQ61	Q9BQ61	Spliceosome
1	314	P14678	P14678Q9BRD0	Q9BRD0	Spliceosome
1	314	P14678	P14678Q9BUQ8	Q9BUQ8	Spliceosome
1	314	P14678	P14678Q9BXP5	Q9BXP5	Spliceosome
1	314	P14678	P14678Q9BZJ0	Q9BZJ0	Spliceosome
1	314	P14678	P14678Q9H2H8	Q9H2H8	Spliceosome
1	314	P14678	P14678Q9HCE1	Q9HCE1	Spliceosome
1	314	P14678	P14678Q9HCG8	Q9HCG8	Spliceosome
1	314	P14678	P14678Q9HCS7	Q9HCS7	Spliceosome
1	314	P14678	P14678Q9NW64	Q9NW64	Spliceosome
1	314	P14678	P14678Q9NYV4	Q9NYV4	Spliceosome
1	314	P14678	P14678Q9P013	Q9P013	Spliceosome
1	314	P14678	P14678Q9UBB9	Q9UBB9	Spliceosome
1	314	P14678	P14678Q9UHX1	Q9UHX1	Spliceosome
1	314	P14678	P14678Q9UJV9	Q9UJV9	Spliceosome
1	314	P14678	P14678Q9UK45	Q9UK45	Spliceosome
1	314	P14678	P14678Q9UKV3	Q9UKV3	Spliceosome
1	314	P14678	P14678Q9ULR0	Q9ULR0	Spliceosome
1	314	P14678	P14678Q9UMS4	Q9UMS4	Spliceosome
1	314	P14678	P14678Q9UNP9	Q9UNP9	Spliceosome
1	314	P14678	P14678Q9UQ35	Q9UQ35	Spliceosome
1	314	P14678	P14678Q9Y2W2	Q9Y2W2	Spliceosome
1	314	P14678	P14678Q9Y333	Q9Y333	Spliceosome
1	314	P14678	P14678Q9Y3B4	Q9Y3B4	Spliceosome
1	314	P14678	P14678Q9Y3C6	Q9Y3C6	Spliceosome
1	314	P14678	P14678Q9Y4Z0	Q9Y4Z0	Spliceosome
1	314	P14678	P14678Q9Y5B6	Q9Y5B6	Spliceosome
1	314	P14678	P14678Q9Y5S9	Q9Y5S9	Spliceosome
1	314	P14678	P14678Q9Y6A4	Q9Y6A4	Spliceosome
1	314	P17844	P17844P26368	P26368	Spliceosome
1	314	P17844	P17844P38919	P38919	Spliceosome
1	314	P17844	P17844P41223	P41223	Spliceosome
1	314	P17844	P17844P42285	P42285	Spliceosome
1	314	P17844	P17844P49756	P49756	Spliceosome
1	314	P17844	P17844P52298	P52298	Spliceosome
1	314	P17844	P17844P55081	P55081	Spliceosome
1	314	P17844	P17844P55769	P55769	Spliceosome
1	314	P17844	P17844P61326	P61326	Spliceosome
1	314	P17844	P17844P62304	P62304	Spliceosome
1	314	P17844	P17844P62306	P62306	Spliceosome
1	314	P17844	P17844P62308	P62308	Spliceosome
1	314	P17844	P17844P62310	P62310	Spliceosome
1	314	P17844	P17844P62312	P62312	Spliceosome
1	314	P17844	P17844P62314	P62314	Spliceosome
1	314	P17844	P17844P62316	P62316	Spliceosome
1	314	P17844	P17844P62318	P62318	Spliceosome
1	314	P17844	P17844P62995	P62995	Spliceosome
1	314	P17844	P17844P83876	P83876	Spliceosome
1	314	P17844	P17844P84103	P84103	Spliceosome
1	314	P17844	P17844Q01081	Q01081	Spliceosome
1	314	P17844	P17844Q01130	Q01130	Spliceosome
1	314	P17844	P17844Q05519	Q05519	Spliceosome
1	314	P17844	P17844Q07955	Q07955	Spliceosome
1	314	P17844	P17844Q08170	Q08170	Spliceosome
1	314	P17844	P17844Q08211	Q08211	Spliceosome
1	314	P17844	P17844Q09161	Q09161	Spliceosome
1	314	P17844	P17844Q12874	Q12874	Spliceosome
1	314	P17844	P17844Q13123	Q13123	Spliceosome
1	314	P17844	P17844Q13242	Q13242	Spliceosome
1	314	P17844	P17844Q13243	Q13243	Spliceosome
1	314	P17844	P17844Q13247	Q13247	Spliceosome
1	314	P17844	P17844Q13356	Q13356	Spliceosome
1	314	P17844	P17844Q13435	Q13435	Spliceosome
1	314	P17844	P17844Q13523	Q13523	Spliceosome
1	314	P17844	P17844Q13573	Q13573	Spliceosome
1	314	P17844	P17844Q13769	Q13769	Spliceosome
1	314	P17844	P17844Q13838	Q13838	Spliceosome
1	314	P17844	P17844Q14011	Q14011	Spliceosome
1	314	P17844	P17844Q14498	Q14498	Spliceosome
1	314	P17844	P17844Q14562	Q14562	Spliceosome
1	314	P17844	P17844Q15007	Q15007	Spliceosome
1	314	P17844	P17844Q15029	Q15029	Spliceosome
1	314	P17844	P17844Q15287	Q15287	Spliceosome
1	314	P17844	P17844Q15393	Q15393	Spliceosome
1	314	P17844	P17844Q15427	Q15427	Spliceosome
1	314	P17844	P17844Q15428	Q15428	Spliceosome
1	314	P17844	P17844Q15459	Q15459	Spliceosome
1	314	P17844	P17844Q15637	Q15637	Spliceosome
1	314	P17844	P17844Q16629	Q16629	Spliceosome
