iBAQ WT_1_01	iBAQ WT_1_02	iBAQ WT_1_03	iBAQ WT_1_04	iBAQ WT_1_05	iBAQ WT_1_06	iBAQ WT_1_07	iBAQ WT_1_08	iBAQ WT_1_09	iBAQ WT_1_10	iBAQ WT_1_11	iBAQ WT_1_12	iBAQ WT_1_13	iBAQ WT_1_14	iBAQ WT_1_15	iBAQ WT_1_16	iBAQ WT_1_17	iBAQ WT_1_18	iBAQ WT_1_19	iBAQ WT_1_20	iBAQ WT_1_21	iBAQ WT_1_22	iBAQ WT_1_23	iBAQ WT_1_24	iBAQ WT_1_25	iBAQ WT_1_26	iBAQ WT_1_27	iBAQ WT_1_28	iBAQ WT_1_29	iBAQ WT_1_30	iBAQ WT_1_31	iBAQ WT_1_32	iBAQ WT_1_33	iBAQ WT_1_34	iBAQ WT_1_35	iBAQ WT_1_36	iBAQ WT_1_37	iBAQ WT_1_38	iBAQ WT_1_39	iBAQ WT_1_40	iBAQ WT_1_41	iBAQ WT_1_42	iBAQ WT_1_43	iBAQ WT_1_44	iBAQ WT_1_45	iBAQ WT_1_46	iBAQ WT_1_47	iBAQ WT_1_48	iBAQ WT_1_49	iBAQ WT_1_50	iBAQ WT_1_51	iBAQ WT_1_52	iBAQ WT_1_53	iBAQ WT_1_54	iBAQ WT_1_55	iBAQ WT_1_56	iBAQ WT_1_57	iBAQ WT_1_58	iBAQ WT_1_59	iBAQ WT_1_60	iBAQ WT_1_61	iBAQ WT_1_62	iBAQ WT_1_63	iBAQ WT_1_64	iBAQ WT_1_65	iBAQ WT_1_66	iBAQ WT_1_67	iBAQ WT_1_68	iBAQ WT_1_69	iBAQ WT_1_70	iBAQ WT_1_71	iBAQ WT_1_72	C: Indicator	C: GOCC name	T: Uniprot ID
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345340	827740	276170	236560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		endoplasmic reticulum;endoplasmic reticulum membrane;Golgi apparatus;Golgi membrane;Golgi stack;integral component of membrane;lipid droplet;membrane	Q7L5N7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527830	1167400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;mitochondrion;nucleoplasm;nucleus;P-body	Q96C86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702700	0	0	0	0	0	0	0	0	0	0	0	+	cytoplasm;cytosol;integral component of mitochondrial membrane;membrane;mitochondrial membrane;mitochondrial outer membrane;mitochondrion	P55957
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410300	598840	694280	0		cytoplasm;nucleolus;nucleoplasm;nucleus	Q9NPD8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525410	337290	0	0	0	0			A0A075B6E5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720700		nucleus	A0A1W2PQ43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574620	603780	542750	0	0	0			F8WBY6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34950	0	0	0	0	0	0	421960	0	37033	0	0	0	0	232800	751730	246270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	cytoplasm;cytosol;mitochondrial inner membrane;mitochondrion;nucleoplasm;nucleus	Q9BQ95
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232020	1496500		cytosol;intracellular membrane-bounded organelle	D6REX3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109630	0	214330	0	1273200	0	0	0	0	100350	40614	0	0	0	0	0	0	0	0	0	0	0	0	0	0		AP-2 adaptor complex;cell surface;clathrin coat of coated pit;clathrin-coated endocytic vesicle;clathrin-coated pit;clathrin-coated vesicle;cytoplasmic vesicle;cytosol;early endosome;endosome to plasma membrane transport vesicle;Golgi apparatus;intracellular;intracellular membrane-bounded organelle;intrinsic component of membrane;membrane;neurofibrillary tangle;neuronal cell body;nucleus;perinuclear region of cytoplasm;postsynaptic membrane;presynaptic membrane;vesicle	Q13492
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277020	0	358480	429180	115120	0	95475	186780	226900	0	56315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		endoplasmic reticulum;integral component of endoplasmic reticulum membrane;integral component of membrane;membrane;nuclear speck;TAP complex	A0A087WYD6
0	0	0	0	0	0	0	0	0	0	50524	0	0	0	337380	387500	830700	142780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	mitochondrial matrix;mitochondrion	P30038
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208460	0	240720	196890	556540	0	0	0	0	0	341820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	cytoplasm;cytoskeleton;integral component of membrane;membrane;microtubule;mitochondrial membrane;mitochondrial outer membrane;mitochondrion;nucleus;spindle;spindle pole	Q96TC7
0	0	0	0	0	0	0	169660	0	143210	0	0	0	0	0	0	0	0	0	0	0	184960	1063900	0	48639	0	146920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane;membrane	Q4ZIN3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		actin cytoskeleton;actin filament;axon;cell cortex;cell leading edge;cell-cell junction;cortical actin cytoskeleton;cytoplasm;cytoplasmic vesicle;cytoskeleton;cytosol;early endosome;extracellular exosome;immunological synapse;lamellipodium;membrane;nucleus;phagocytic cup;phagocytic vesicle;phagocytic vesicle membrane;plasma membrane;protein-containing complex	P31146
0	0	0	0	0	0	0	0	0	0	0	0	0	7983.7	0	0	0	0	0	0	0	0	0	0	0	46833	564880	306400	816240	20180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			E7EVJ5
3338.2	0	0	0	0	0	0	310160	155320	506850	122770	590650	0	0	0	0	11069	62464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			G3XAI2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65820	0	0	0	0	97425	251980	1014200	333280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		endoplasmic reticulum;extracellular exosome;Golgi apparatus;integral component of membrane;integral component of plasma membrane;intracellular membrane-bounded organelle;lysosomal membrane;lysosome;membrane;nucleoplasm;plasma membrane	Q86WA9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1774800		nucleoplasm;U1 snRNP	Q5TAL2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191360	573310	294500	289160	432670	0	0	0	0	0			X5D289
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789800			Q5VTU3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21149	0	0	0	0	0	178200	888770	677640	0	0	0	0	0		apical plasma membrane;cytosol;extracellular exosome;extracellular space	P14550
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190870	0	107240	0	0	0	0	0	0	0	0	0	0	0	0	1495600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			CON__P50446
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139120	219440	400870	0	131420	0	0	337810	503330	79012	0	0	0	0	0	0	0	0	0	0	0			H0YB62
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131170	0	0	0	0	0	0	1381800	298640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cell surface;endosome;integral component of membrane;integral component of plasma membrane;late endosome membrane;membrane;plasma membrane;tetraspanin-enriched microdomain	O95858
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287750	895590	634670	0	0	0	0			Q8TCE6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460500	1095000	75023	0	0	0	0	0	0			E9PHG5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193860	0	0	227950	304780	345640	272390	0	479460		cytoplasm;cytoplasmic vesicle;nucleus;Swr1 complex	Q9BTT0
0	0	0	0	0	0	0	0	0	0	0	41033	0	0	0	0	0	0	0	0	0	0	0	68775	0	0	0	0	72321	0	0	0	12462	0	95750	0	144980	144990	183360	290970	123320	0	20502	23194	0	502660	100170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	mitochondrial DNA-directed RNA polymerase complex;mitochondrial matrix;mitochondrial nucleoid;mitochondrion;protein-containing complex	O00411
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695720	550710	0	583320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		integral component of peroxisomal membrane;membrane;peroxisomal membrane;peroxisome	A0A075B773
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505700	750330	581040	0	0	0	0	0	0	0	0	0	0		cell	H7BZJ3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558870	1067200	143600	65863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6892.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex, eIF3m;membrane	O15371
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209020	364770	556960	713360	0	0	0	0	0	0	0	0	0	0	0		mitochondrion	H0YM31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57183	267610	154870	177730	1066700	126180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Golgi apparatus;integral component of membrane;membrane;nucleoplasm	G5E994
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124210	123520	63393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876720	0	0	0	0	0	0	0	0	0	662690	0	0	0	0	0	0	0	0	0	0	0	0		cytosol;Golgi apparatus;integral component of membrane;membrane;mitochondrion;nucleoplasm;plasma membrane	H7BXK9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146700	705410	0	0	0	0	0	0	0		endoplasmic reticulum;endoplasmic reticulum membrane;integral component of membrane;intracellular membrane-bounded organelle;membrane	P37268
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168570	299510	456690	365510	567420	0	0	0	0	0	0	0	0	+	cytoplasm;mitochondrial matrix;mitochondrion	O95363
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698220	1088200	74617	0	0	0	0	0	0	0	0	+	cell surface;cytoplasm;cytosol;extracellular region;extracellular space;membrane;mitochondrial matrix;mitochondrion;nucleolus;nucleus;plasma membrane	Q07021
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243800	620400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	cytoplasm;mitochondrion;nucleus	Q86X76
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481900	384510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		early endosome;endosome;external side of plasma membrane;extracellular exosome;integral component of membrane;intrinsic component of endosome membrane;lysosomal membrane;membrane;perinuclear region of cytoplasm;plasma membrane;vesicle;Weibel-Palade body	P42892
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506590	594550	552590	213890	0	0	0	0	0	0	0	0	0	0	0	+	mitochondrial outer membrane;mitochondrion;nucleoplasm	Q96E29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753760	1122100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		integral component of membrane;lysosomal membrane;lysosome;membrane;plasma membrane;specific granule membrane;tertiary granule membrane	Q68CP4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23768	0	109860	100890	174260	174360	166830	104130	0	0	0	0	0	0	0	0	0	0	90697	94661	92037	0	754660	0		mitochondrion;nucleoplasm	M0QXB5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550800	472920	0	0	0	0	0	0	0	0	0	352500	0	283280	227450	0	0	+	cytoplasm;cytosol;mitochondrion	Q9NTX5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151160	0	0	0	0	0	0	0	0	0	0			W0S4B9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8595.9	0	0	5633.4	26896	17668	458020	1098900	274600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cell projection;cytoplasm;cytosol;growth cone;membrane	Q93008
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51686	381840	580260	822640	53937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		adherens junction;Golgi apparatus;integral component of membrane;integral component of plasma membrane;membrane;plasma membrane	O14495
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29885	0	0	0	0	0	61338	834230	908470	58218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytosol;integral component of membrane;membrane;plasma membrane	A0A087WWD4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789450	656980	0	0	447760		cytoplasm;cytoplasmic side of plasma membrane;cytosol;extracellular exosome;sarcolemma	P24666
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104640	1126500	666600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;mitochondrion;nucleus;prefoldin complex	Q9UHV9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55460	0	30924	298740	453820	1060400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		alphav-beta3 integrin-PKCalpha complex;cytoplasm;cytosol;endoplasmic reticulum;extracellular exosome;membrane;mitochondrial membrane;mitochondrion;nucleoplasm;nucleus;perinuclear region of cytoplasm;plasma membrane	P17252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17958	0	0	0	152930	0	0	0	0	0	15514	6744.4	429760	392120	406020	126510	175750	124510	52844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cell leading edge;cis-Golgi network;cytoplasm;cytosol;endoplasmic reticulum lumen;endoplasmic reticulum-Golgi intermediate compartment;Golgi apparatus;Golgi membrane;Golgi stack;lipid droplet;membrane;mitochondrion;peroxisome;trans-Golgi network	Q92538
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236400	664620	0	0	0	0	0	0	0	+	cytosol;intracellular;membrane;mitochondrial inner membrane;mitochondrial matrix;mitochondrion	O75616
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908800		cell projection;cytoplasm;dendrite;large ribosomal subunit;nucleolus;nucleoplasm;nucleus	P98179
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			CON__Q14CN4-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1913300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;membrane;nucleus	O43765
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;extracellular exosome;extracellular region;extracellular space;ficolin-1-rich granule lumen;intracellular;nucleolus;nucleus;secretory granule lumen;tertiary granule lumen	P04080
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017300	908260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		apical plasma membrane;azurophil granule;cytolytic granule;cytosol;extracellular exosome;extracellular region;phagocytic vesicle;plasma membrane;SNARE complex;specific granule;tertiary granule;zymogen granule membrane	Q15833
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45141	0	59801	189430	99171	120450	365940	365660	514770	168660	0	0	0	0	0	0	0			B5MCE7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22913	0	0	0	959970	0	0	0	0	0	0	0	0	0	36146	301930	142770	468880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		centrosome;chromosome;chromosome, centromeric region;condensed chromosome kinetochore;condensed nuclear chromosome outer kinetochore;cytosol;kinetochore;membrane;Ndc80 complex;nucleoplasm;nucleus	O14777
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259150	1363300	245060	67345	0	0	0	0	0	0	0	0	0			H0YDU8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368700	449790	118290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytoplasm;cytosol;mitochondrion;nucleoplasm;nucleus;protein-containing complex	Q06124
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440860	904430	593780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cell junction;integral component of membrane;integral component of plasma membrane;membrane;plasma membrane;synapse	Q6PCB8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1625300	315210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		cytosol;intracellular membrane-bounded organelle;prefoldin complex	B4DWR3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398660	351790	485960	711670			K7ES89
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172700	145660	1401100	232310	0	0	0	0	0	0	0	+	mitochondrial matrix;mitochondrial nucleoid;mitochondrion	Q8WVM0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618910	527920	805460	0	0	0	0	0	0	0	0		nuclear membrane;nucleoplasm	C9JW69
